统计年度,省,市,县,建筑编码,建筑名称,地址,竣工年度,建筑类型,建筑功能,层数,建筑面积,电,煤炭,天然气,液化石油气,人工煤气,供热量,制冷量
2015,220000,220100,220102,220102002000230013,恒悦宾馆,平治街,1989,2,3,4,3334,66466,0,8500,0,0,0,0
2015,220000,220100,220102,220102002000230014,东煤宾馆,长春大街860号,1979,2,3,5,3324,66466,0,17460,0,0,0,0
2015,220000,220100,220102,220102002000240001,长春新安医院,北安路28号,2010,2,4,4,3342,66466,0,16500,0,0,0,0
2015,220000,220100,220102,220102002000240002,近埠街综合农贸市场,近埠街279号,1995,2,4,9,3324,64664,0,16000,0,0,0,0
2015,220000,220100,220102,220102002000240003,南关区自强小学,长春市自强街333号,1970,2,4,3,3324,66466,0,18000,0,0,0,0
2015,220000,220100,220102,220102002000240004,长春市第二实验小学,长春市南关区北安路51号,1935,2,4,4,12524,66646,0,120000,0,0,0,0
2015,220000,220100,220102,220102002000240005,长春新安医院,北安路28号,2010,2,4,4,3323,66466,0,25000,0,0,0,0
2015,220000,220100,220102,220102002000240006,中国工商银行股份有限公司大经路支行,重庆路1号,1984,2,4,8,20000,66366,0,97756,0,0,0,0
2015,220000,220100,220102,220102002000240007,近埠街综合农贸市场,近埠街279号,1995,2,4,9,3323,66464,0,9900,0,0,0,0
2015,220000,220100,220102,220102002000240008,南关区自强小学,长春市自强街333号,1970,2,4,3,3332,66436,0,12000,0,0,0,0
2015,220000,220100,220102,220102002000310001,银都大厦,新发路126号,2003,3,1,19,24000,66466,0,196000,0,0,0,0
2015,220000,220100,220102,220102002000310002,正荣大厦,长春大街621号,2010,3,1,21,30800,66466,0,265055,0,0,0,0
2015,220000,220100,220102,220102002000320001,亚泰富宛,重庆路618号,2003,3,2,10,52000,66466,0,618100,0,0,0,0
2015,220000,220100,220102,220102002000320002,长春市李氏婚纱,重庆路515号,1986,3,2,6,33333,77764,0,450000,0,0,0,0
2015,220000,220100,220102,220102002000320003,好望角大厦,大经路83号,1995,3,2,6,30000,64666,0,320000,0,0,0,0
2015,220000,220100,220102,220102002000320004,长春市中心医院,人民大街1810号,1940,3,2,6,38154,66466,0,0,0,690000,0,0
2015,220000,220100,220102,220102002000320005,吉林省宾馆,人民大街2598号,1958,3,2,6,38800,64636,0,350000,0,0,0,0
2015,220000,220100,220102,220102002000330001,亚泰饭店,人民大街1968号,1992,3,3,17,25000,66364,0,205800,0,0,0,0
2015,220000,220100,220102,220102002000340001,亚泰鼎盛国际,重庆路618号,2003,3,4,28,52000,66466,0,0,0,1550000,0,0
2015,220000,220100,220102,220102002000340002,中国农业银行股份有限公司,北安路70号,2001,3,4,3,30000,64666,0,185000,80000,0,0,0
2015,220000,220100,220102,220102002000340003,吉林大学第二人民医院,南关区自强街218号,1936,3,4,20,200000,64636,0,1656000,0,0,0,0
2015,220000,220100,220102,220102003000210001,吉林省建设集团,民康路728号,1980,2,1,6,8700,66466,0,68000,0,0,0,0
2015,220000,220100,220102,220102003000230001,东北风,民康路18-1号,1975,2,3,4,4500,66366,0,50740,0,0,0,0
2015,220000,220100,220102,220102003000230002,新汉斯,大经路1329,1978,2,3,5,6700,66466,0,68000,0,0,0,0
2015,220000,220100,220102,220102003000230003,汉庭酒店,民康路666号,1980,2,3,7,3000,66466,0,45000,0,0,0,0
2015,220000,220100,220102,220102003000230004,驿家宾馆,大经路1277号,1980,2,3,6,4100,66443,0,44550,0,0,0,0
2015,220000,220100,220102,220102003000240001,西三小学,西三道街609号,1978,2,4,4,5200,66364,0,65000,0,0,0,0
2015,220000,220100,220102,220102003000240002,树勋明辰幼儿园,西四道街936号,1976,2,4,3,4500,66464,0,16850,0,0,0,0
2015,220000,220100,220102,220102004000240001,和平社区,东宁二胡同828B,2003,2,4,2,3323,66646,0,18004,0,0,0,0
2015,220000,220100,220102,220102004000240002,东三马路基督教堂,东三马路702号,2010,2,4,5,3323,66466,0,19000,0,0,0,0
2015,220000,220100,220102,220102004000240003,喜月母婴会所,东三马路722号,2011,2,4,7,5200,66466,0,0,0,32000,0,0
2015,220000,220100,220102,220102004000240004,和平社区,东宁二胡同828B,2003,2,4,2,3332,66366,0,0,0,36500,0,0
2015,220000,220100,220102,220102004000240005,东三马路基督教堂,东三马路702号,2010,2,4,5,3332,66466,0,25400,0,0,0,0
2015,220000,220100,220102,220102004000330001,宝迪克公馆,大马路与长春大街交会,2007,3,3,19,22234,64666,0,260000,0,0,0,0
2015,220000,220100,220102,220102004000330002,宝迪克公馆,大马路与长春大街交会,2007,3,3,19,24901,66366,0,0,0,568000,0,0
2015,220000,220100,220102,220102006000210001,国家电网吉林检修公司,亚泰大街3288号,2005,2,1,15,9610,66366,0,50600,0,0,0,0
2015,220000,220100,220102,220102006000210002,长春市瀚森大厦,大马路2121,1990,2,1,5,3800,66646,0,0,0,74000,0,0
2015,220000,220100,220102,220102006000220001,城开大厦,亚泰大街2633号,2004,2,2,8,10100,66466,0,84000,0,0,0,0
2015,220000,220100,220102,220102006000230001,玛克威,大马路与东四道街交汇,1995,2,3,5,5300,66646,0,26000,0,0,0,0
2015,220000,220100,220102,220102006000230002,驿居华宜酒店,长春大街1212,1993,2,3,7,5000,66466,0,36000,0,0,0,0
2015,220000,220100,220102,220102006000240001,阳光妇科院,大经路1318号,1992,2,4,7,3000,66466,0,0,0,65000,0,0
2015,220000,220100,220102,220102006000240002,东大肛肠医院,大经路,1992,2,4,7,2300,66466,0,8050,0,0,0,0
2015,220000,220100,220102,220102006000240003,东四小学,亚泰大街1955号,1992,2,4,4,13000,66366,0,80000,0,0,0,0
2015,220000,220100,220102,220102006000240004,103中学,东三道街45号,2001,2,4,5,20000,66466,0,132323,0,0,0,0
2015,220000,220100,220102,220102006000240005,长春供电公司营销部农电工作部客户服务中心计量室,亚泰大街3526号,1996,2,4,7,5900,66466,0,64000,0,0,0,0
2015,220000,220100,220102,220102006000240006,中国工商银行长春南大街分行,南关区大马路1966号,1991,2,4,6,3702,66636,0,15200,0,0,0,0
2015,220000,220100,220102,220102006000240007,长庚耳鼻喉,大经路988,1992,2,4,7,3000,66366,0,16000,0,0,0,0
2015,220000,220100,220102,220102006000240008,长春市生殖健康中心,大马路1212,1992,2,4,7,4000,66646,0,0,0,80600,0,0
2015,220000,220100,220102,220102006000240009,房地产交易中心,大经理1096,1992,2,4,7,6660,66646,0,50000,0,0,0,0
2015,220000,220100,220102,220102006000310001,通钢大厦,亚泰大街3218号,2005,3,1,25,53200,66466,0,480000,0,0,0,0
2015,220000,220100,220102,220102006000320001,欧亚奥特莱斯,大马路1447,1995,3,2,5,30000,66466,0,0,0,560000,0,0
2015,220000,220100,220102,220102006000420001,长春市残疾人联合会,大经路1898号,1992,4,,7,4311,66466,0,16580,0,0,0,0
2015,220000,220100,220102,220102007000230001,桐林宾馆,人民大街4586号,1985,2,3,4,3323,66466,0,7500,0,0,0,0
2015,220000,220100,220102,220102007000230002,北京东来顺长春饭庄有限公司,长春市岳阳街1278号,1994,2,3,3,3323,66466,0,9600,0,0,0,0
2015,220000,220100,220102,220102007000230003,情归天宸迎宾馆,平泉路1843号,2005,2,3,4,3323,66466,0,25000,0,0,0,0
2015,220000,220100,220102,220102007000230004,金港湾,岳阳街与平泉路交汇处,2000,2,3,2,3223,66466,0,36080,0,0,0,0
2015,220000,220100,220102,220102007000230005,松林宾馆,曙光路2号,2001,2,3,3,3323,66466,0,0,0,85001,0,0
2015,220000,220100,220102,220102007000240001,曙光小学,岳阳街28号,2013,2,4,4,3820,66664,0,45000,0,0,0,0
2015,220000,220100,220102,220102007000310001,中吉大厦,解放大路1562号,1998,3,1,28,30000,66466,0,0,0,650000,0,0
2015,220000,220100,220102,220102007000310002,吉宇大厦,解放大路1420号,2001,3,1,18,48000,66466,0,600000,0,0,0,0
2015,220000,220100,220102,220102007000310003,华贸大夏,人民大街4848号,2011,3,1,27,44000,66466,0,0,0,860000,0,0
2015,220000,220100,220102,220102008000210001,中国人保财险大厦,解放大路896号,1990,2,1,11,7300,66466,0,80000,0,0,0,0
2015,220000,220100,220102,220102008000230001,缘源馨居,平泉路380号缘源馨居,1998,2,3,4,3323,66646,0,15600,0,0,0,0
2015,220000,220100,220102,220102008000230002,圣泰快捷宾馆,平泉路380号圣泰快捷宾馆,1990,2,3,5,3332,66466,0,8520,0,0,0,0
2015,220000,220100,220102,220102008000230003,盛世之星宾馆,吉顺街358号,1990,2,3,7,3323,66466,0,9500,0,0,0,0
2015,220000,220100,220102,220102008000230004,馨巢宾馆,吉顺街320号,1990,2,3,6,3323,66436,0,15200,0,0,0,0
2015,220000,220100,220102,220102008000240001,职工新村小区锅炉房,东岭北街,1998,2,4,2,3342,66646,0,16000,0,0,0,0
2015,220000,220100,220102,220102008000240002,职工新村小区时风彩印厂,东岭北街,1998,2,4,2,3323,66466,0,19000,0,0,0,0
2015,220000,220100,220102,220102008000240003,职工新村小区鸿民印刷厂,东岭北街,1998,2,4,2,3323,66466,0,13800,0,0,0,0
2015,220000,220100,220102,220102008000240004,吉林附属第三幼儿园分院,亚泰大街3950号,1995,2,4,2,4442,66466,0,16800,0,0,0,0
2015,220000,220100,220102,220102008000240005,长春市教育基建公司,亚亚泰大街3658,1995,2,4,6,3332,66466,0,18000,0,0,0,0
2015,220000,220100,220102,220102008000240006,长春市仁信大药房,永吉胡同145-2号,1985,2,4,1,3332,64666,0,16000,0,0,0,0
2015,220000,220100,220102,220102008000240007,长春市口腔医院,大经路2239号,1985,2,4,6,5020,64666,0,19600,0,0,0,0
2015,220000,220100,220102,220102008000240008,吉林大药房药业股份有限公司永安桥店,大经路145号,1985,2,4,2,3323,66466,0,22000,0,0,0,0
2015,220000,220100,220102,220102008000310001,国际商务中心,解放大路810号,2003,3,1,22,60000,66466,0,632000,0,0,0,0
2015,220000,220100,220102,220102008000420001,南关区委党校,东岭北街,1998,4,,4,9600,64666,0,45600,0,0,0,0
2015,220000,220100,220102,220102008000420002,长春市教育局,平泉路667号,1970,4,,3,5200,64666,0,55000,0,0,0,0
2015,220000,220100,220102,220102008000420003,长春大健康科技健康管理有限公司南关区大健康综合门诊部,解放大路438号,1985,4,,16,5214,66466,0,0,0,88000,0,0
2015,220000,220100,220102,220102008000420004,国网吉林省电力有限公司城郊农电局,大经路2435号,1985,4,,8,5824,66466,0,0,0,96000,0,0
2015,220000,220100,220102,220102008000420005,长春市人民政府机关第四幼儿园,永吉胡同107号,1985,4,,2,3260,66466,0,16000,0,0,0,0
2015,220000,220100,220102,220102008000420006,中国民用航空东北地区空中交通管理局吉林分局,解放大路438号,1985,4,,7,4910,66466,0,36000,0,0,0,0
2015,220000,220100,220102,220102008000420007,长春市南关区永吉街道办事处全安小区社区居民委员会,永吉胡同145-2号,2003,4,,1,580,66466,0,4200,0,0,0,0
2015,220000,220100,220102,220102009000220001,文庙小学,孔子文化园东侧,2012,2,2,3,5971,66646,0,46620,0,0,0,0
2015,220000,220100,220102,220102009000240001,吉林省妇女儿童活动中心,亚泰大街1750号,2000,2,4,5,7800,66466,0,45000,0,0,0,0
2015,220000,220100,220102,220102009000240002,长春文庙,亚泰大街东头道街交汇,2012,2,4,2,4329,66466,0,26500,0,0,0,0
2015,220000,220100,220102,220102009000240003,滨河小学,东天街滨河新村西区207栋,1995,2,4,5,3944,66466,0,28000,0,0,0,0
2015,220000,220100,220102,220102009000240004,第14中学,桃源路,1995,2,4,5,5100,66466,0,16500,0,0,0,0
2015,220000,220100,220102,220102010000240001,本山传媒（长春)有限公司,东岭南街58号,2012,2,4,2,13000,66466,0,65800,0,0,0,0
2015,220000,220100,220102,220102010000240002,长春市阳光供热有限责任公司,建民街410号,2001,2,4,2,16700,66463,0,99577,0,0,0,0
2015,220000,220100,220102,220102010000420001,长春市地方税务局,东南湖大路515号,2003,4,,8,12000,66346,0,76500,0,0,0,0
2015,220000,220100,220102,220102010000420002,长春市民主党派机关服务中心,长春市自由大路3708号,1998,4,,6,6575,66466,0,29600,0,0,0,0
2015,220000,220100,220102,220102010000420003,国家开发银行吉林省分行,东南湖大路399号,2005,4,,5,8367,66466,0,39800,0,0,0,0
2015,220000,220100,220103,220103000000130001,五星小区1号楼,北环城路,2003,1,,7,4253,46652,0,22514,0,0,0,0
2015,220000,220100,220103,220103000000130002,五星小区2号楼,北环城路,2003,1,,7,4228,43542,0,24517,0,0,0,0
2015,220000,220100,220103,220103000000130003,五星小区3号楼,北环城路,2003,1,,7,4228,42214,0,19954,0,0,0,0
2015,220000,220100,220103,220103000000130004,五星小区4号楼,北环城路,2003,1,,7,4228,32444,0,12444,0,0,0,0
2015,220000,220100,220103,220103000000130005,五星小区5号楼,北环城路,2003,1,,7,4253,50211,0,29880,0,0,0,0
2015,220000,220100,220103,220103000000130006,五星小区6号楼,北环城路,2003,1,,7,4253,55220,0,12222,0,0,0,0
2015,220000,220100,220103,220103000000130007,五星小区7号楼,北环城路,2003,1,,7,4228,54360,0,12354,0,0,0,0
2015,220000,220100,220103,220103000000130008,五星小区8号楼,北环城路,2003,1,,7,4228,51044,0,12009,0,0,0,0
2015,220000,220100,220103,220103000000130009,五星小区9号楼,北环城路,2003,1,,7,4228,53190,0,16193,0,0,0,0
2015,220000,220100,220103,220103000000130010,五星小区10号楼,北环城路,2003,1,,7,6039,53226,0,16980,0,0,0,0
2015,220000,220100,220103,220103000000130011,五星小区11号楼,北环城路,2003,1,,7,5169,53347,0,18120,0,0,0,0
2015,220000,220100,220103,220103000000130012,五星小区12号楼,北环城路,2003,1,,7,6039,54630,0,18002,0,0,0,0
2015,220000,220100,220103,220103000000130013,长安世家4号楼,青年路,2005,1,,7,4467,52980,0,16500,0,0,0,0
2015,220000,220100,220103,220103000000130014,长安世家5号楼,青年路,2005,1,,7,5266,53120,0,16800,0,0,0,0
2015,220000,220100,220103,220103000000130015,长安世家6号楼,青年路,2005,1,,7,6279,54500,0,18900,0,0,0,0
2015,220000,220100,220103,220103000000130016,长安世家7号楼,青年路,2005,1,,7,4474,54590,0,18800,0,0,0,0
2015,220000,220100,220103,220103000000130017,长安世家8号楼,青年路,2005,1,,7,4765,55001,0,19010,0,0,0,0
2015,220000,220100,220103,220103000000130018,长安世家9号楼,青年路,2005,1,,7,6229,53900,0,18890,0,0,0,0
2015,220000,220100,220103,220103000000130019,长安世家16号楼,青年路,2005,1,,7,6083,53950,0,19001,0,0,0,0
2015,220000,220100,220103,220103000000130020,长安世家10号楼,青年路,2005,1,,7,4484,53500,0,15030,0,0,0,0
2015,220000,220100,220103,220103000000130021,长安世家15号楼,青年路,2005,1,,7,4769,53100,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130022,长安世家2号楼,青年路,2005,1,,7,2679,52090,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130023,长安世家3号楼,青年路,2005,1,,7,6386,52200,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130024,长安世家11号楼,青年路,2005,1,,7,3335,52055,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130025,长安世家12号楼,青年路,2005,1,,7,4364,52910,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130026,长安世家13号楼,青年路,2005,1,,7,6413,53160,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130027,长安世家14号楼,青年路,2005,1,,7,6044,52900,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130028,新月花园小区1栋,新月路,2003,1,,7,8093,53200,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130029,新月花园小区2栋,新月路,2003,1,,7,7991,51900,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130030,新月花园小区4栋,新月路,2003,1,,7,7801,54200,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130031,新月花园小区5栋,新月路,2003,1,,7,7760,54300,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130032,新月花园小区13栋,新月路,2003,1,,7,6449,53900,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130033,新月花园小区18栋,青年路与新月路,2003,1,,7,7062,55100,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130034,新月花园小区15栋,青年路与新月路,2003,1,,7,6582,54100,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130035,新月花园小区16栋,青年路与新月路,2003,1,,7,6284,53490,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130036,新月花园小区27栋,青年路与新月路,2003,1,,7,6380,54210,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130037,新月花园小区20栋,青年路与新月路,2003,1,,7,4103,53810,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130038,新月花园小区19栋,青年路与新月路,2003,1,,7,5162,53231,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130039,新月花园小区21栋,青年路与新月路,2003,1,,7,2204,52142,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130040,新月花园小区7栋,青年路与新月路,2003,1,,7,5295,49365,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130041,新月花园小区8栋,青年路与新月路,2003,1,,7,7114,51200,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130042,新月花园小区10栋,青年路与新月路,2003,1,,7,9064,55030,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130043,新月花园小区23栋,青年路与新月路,2003,1,,7,6253,54124,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130044,新月花园小区26栋,青年路与新月路,2003,1,,7,6782,53980,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130045,太阳世纪居1栋,太阳世纪居,2001,1,,7,3537,53000,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130046,太阳世纪居2栋,太阳世纪居,2001,1,,7,7041,51920,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130047,太阳世纪居7栋,太阳世纪居,2001,1,,7,10593,54000,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130048,太阳世纪居8栋,太阳世纪居,2001,1,,7,7123,52900,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130049,太阳世纪居9栋,太阳世纪居,2001,1,,7,6340,53490,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130050,太阳世纪居10栋,太阳世纪居,2001,1,,7,2853,54200,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130051,太阳世纪居11栋,太阳世纪居,2001,1,,7,3977,53500,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130052,太阳世纪居3栋,太阳世纪居,2001,1,,7,7041,52640,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130053,太阳世纪居4栋,太阳世纪居,2001,1,,7,7041,54160,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130054,太阳世纪居5栋,太阳世纪居,2001,1,,7,17892,55700,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130055,太阳世纪居6栋,太阳世纪居,2001,1,,7,9196,53870,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130056,长铁台北花园1号楼,台北大街,2004,1,,7,8370,51690,0,0,0,0,0,0
2015,220000,220100,220103,220103000000130057,长铁台北花园2号楼,台北大街,2004,1,,7,8370,52098,0,0,0,0,0,0
